Table: Joule-Thomson coefficient [G]
Temperature {K} 	Pressure {kPa} 	Joule-Thomson coefficient {K/kPa} 	Uncertainty {K/kPa} 
358	3400	0.00718	0.00014
358	3600	0.00718	0.00013
358	3800	0.00717	0.00013
358	4000	0.00717	0.00013
358	4200	0.00716	0.00012
358	4400	0.00715	0.00012
358	4600	0.00714	0.00012
358	4800	0.00713	0.00011
358	5000	0.00712	0.00011
358	5200	0.00711	0.00011
358	5400	0.00709	0.00011
358	5600	0.00708	0.00011
358	5800	0.00706	0.00012
358	6000	0.00704	0.00012
358	6200	0.00702	0.00012
358	6400	0.00700	0.00012
358	6600	0.00698	0.00012
358	6800	0.00696	0.00012
358	7000	0.00693	0.00012
358	7200	0.00690	0.00012
358	7400	0.00687	0.00013
358	7600	0.00683	0.00013
358	7800	0.00680	0.00013
358	8000	0.00676	0.00013
358	8200	0.00672	0.00012
358	8400	0.00667	0.00012
358	8600	0.00663	0.00012
358	8800	0.00657	0.00012
358	9000	0.00652	0.00011
358	9200	0.00646	0.00011
358	9400	0.00640	0.00011
358	9600	0.00634	0.00010
358	9800	0.006267	9.6e-5
358	10000	0.006194	9.1e-5
359	200	0.00715	0.00027
359	400	0.00715	0.00026
359	600	0.00715	0.00025
359	800	0.00715	0.00024
359	1000	0.00715	0.00023
359	1200	0.00715	0.00022
359	1400	0.00715	0.00022
359	1600	0.00715	0.00021
359	1800	0.00715	0.00020
359	2000	0.00715	0.00019
359	2200	0.00715	0.00018
359	2400	0.00715	0.00017
359	2600	0.00715	0.00017
359	2800	0.00715	0.00016
359	3000	0.00714	0.00015
359	3200	0.00714	0.00015
359	3400	0.00713	0.00014
359	3600	0.00713	0.00013
359	3800	0.00712	0.00013
359	4000	0.00712	0.00013
359	4200	0.00711	0.00012
359	4400	0.00710	0.00012
359	4600	0.00709	0.00012
359	4800	0.00708	0.00011
359	5000	0.00707	0.00011
359	5200	0.00706	0.00011
359	5400	0.00704	0.00011
359	5600	0.00703	0.00011
359	5800	0.00701	0.00011
359	6000	0.00699	0.00011
359	6200	0.00697	0.00012
359	6400	0.00695	0.00012
359	6600	0.00693	0.00012
359	6800	0.00691	0.00012
359	7000	0.00688	0.00012
359	7200	0.00685	0.00012
359	7400	0.00682	0.00012
359	7600	0.00679	0.00012
359	7800	0.00675	0.00012
359	8000	0.00671	0.00012
359	8200	0.00667	0.00012
359	8400	0.00663	0.00012
359	8600	0.00658	0.00012
359	8800	0.00653	0.00012
359	9000	0.00648	0.00011
359	9200	0.00643	0.00011
359	9400	0.00637	0.00011
359	9600	0.00630	0.00010
359	9800	0.006236	9.7e-5
359	10000	0.006165	9.1e-5
360	200	0.00710	0.00027
360	400	0.00710	0.00026
360	600	0.00710	0.00025
360	800	0.00711	0.00024
360	1000	0.00711	0.00023
360	1200	0.00711	0.00022
360	1400	0.00711	0.00022
360	1600	0.00711	0.00021
360	1800	0.00711	0.00020
360	2000	0.00711	0.00019
360	2200	0.00710	0.00018
360	2400	0.00710	0.00017
360	2600	0.00710	0.00017
360	2800	0.00710	0.00016
360	3000	0.00709	0.00015
360	3200	0.00709	0.00015
360	3400	0.00709	0.00014
360	3600	0.00708	0.00013
360	3800	0.00707	0.00013
360	4000	0.00707	0.00012
360	4200	0.00706	0.00012
360	4400	0.00705	0.00012
360	4600	0.00704	0.00012
360	4800	0.00703	0.00011
360	5000	0.00702	0.00011
360	5200	0.00701	0.00011
360	5400	0.00699	0.00011
360	5600	0.00698	0.00011
360	5800	0.00696	0.00011
360	6000	0.00695	0.00011
360	6200	0.00693	0.00011
360	6400	0.00691	0.00012
360	6600	0.00688	0.00012
360	6800	0.00686	0.00012
360	7000	0.00683	0.00012
360	7200	0.00680	0.00012
360	7400	0.00677	0.00012
360	7600	0.00674	0.00012
360	7800	0.00671	0.00012
360	8000	0.00667	0.00012
360	8200	0.00663	0.00012
360	8400	0.00659	0.00012
360	8600	0.00654	0.00012
360	8800	0.00649	0.00012
360	9000	0.00644	0.00011
360	9200	0.00639	0.00011
360	9400	0.00633	0.00011
360	9600	0.00627	0.00010
360	9800	0.006204	9.7e-5
360	10000	0.006136	9.2e-5
361	200	0.00706	0.00027
361	400	0.00706	0.00026
361	600	0.00706	0.00025
361	800	0.00706	0.00024
361	1000	0.00706	0.00023
361	1200	0.00706	0.00022
361	1400	0.00706	0.00021
361	1600	0.00706	0.00021
361	1800	0.00706	0.00020
361	2000	0.00706	0.00019
361	2200	0.00706	0.00018
361	2400	0.00706	0.00017
361	2600	0.00705	0.00017
361	2800	0.00705	0.00016
361	3000	0.00705	0.00015
361	3200	0.00704	0.00015
361	3400	0.00704	0.00014
361	3600	0.00703	0.00013
361	3800	0.00703	0.00013
361	4000	0.00702	0.00012
361	4200	0.00701	0.00012
361	4400	0.00700	0.00012
361	4600	0.00699	0.00011
361	4800	0.00698	0.00011
361	5000	0.00697	0.00011
361	5200	0.00696	0.00011
361	5400	0.00695	0.00011
361	5600	0.00693	0.00011
361	5800	0.00691	0.00011
361	6000	0.00690	0.00011
361	6200	0.00688	0.00011
361	6400	0.00686	0.00011
361	6600	0.00683	0.00012
361	6800	0.00681	0.00012
361	7000	0.00678	0.00012
361	7200	0.00676	0.00012
361	7400	0.00673	0.00012
361	7600	0.00670	0.00012
361	7800	0.00666	0.00012
361	8000	0.00662	0.00012
361	8200	0.00659	0.00012
361	8400	0.00654	0.00012
361	8600	0.00650	0.00012
361	8800	0.00645	0.00012
361	9000	0.00640	0.00011
361	9200	0.00635	0.00011
361	9400	0.00629	0.00011
361	9600	0.00623	0.00010
361	9800	0.006172	9.7e-5
361	10000	0.006106	9.2e-5
362	200	0.00701	0.00027
362	400	0.00701	0.00026
362	600	0.00702	0.00025
362	800	0.00702	0.00024
362	1000	0.00702	0.00023
362	1200	0.00702	0.00022
362	1400	0.00702	0.00021
362	1600	0.00702	0.00021
362	1800	0.00702	0.00020
362	2000	0.00701	0.00019
362	2200	0.00701	0.00018
362	2400	0.00701	0.00017
362	2600	0.00701	0.00017
362	2800	0.00700	0.00016
362	3000	0.00700	0.00015
362	3200	0.00700	0.00015
362	3400	0.00699	0.00014
362	3600	0.00699	0.00013
362	3800	0.00698	0.00013
362	4000	0.00697	0.00012
362	4200	0.00696	0.00012
362	4400	0.00696	0.00012
362	4600	0.00695	0.00011
362	4800	0.00693	0.00011
362	5000	0.00692	0.00011
362	5200	0.00691	0.00011
362	5400	0.00690	0.00011
362	5600	0.00688	0.00011
362	5800	0.00687	0.00011
362	6000	0.00685	0.00011
362	6200	0.00683	0.00011
362	6400	0.00681	0.00011
362	6600	0.00679	0.00011
362	6800	0.00676	0.00012
362	7000	0.00674	0.00012
362	7200	0.00671	0.00012
362	7400	0.00668	0.00012
362	7600	0.00665	0.00012
362	7800	0.00662	0.00012
362	8000	0.00658	0.00012
362	8200	0.00654	0.00012
362	8400	0.00650	0.00012
362	8600	0.00646	0.00012
362	8800	0.00641	0.00011
362	9000	0.00636	0.00011
362	9200	0.00631	0.00011
362	9400	0.00626	0.00011
362	9600	0.00620	0.00010
362	9800	0.006140	9.7e-5
362	10000	0.006076	9.2e-5
363	200	0.00697	0.00027
363	400	0.00697	0.00026
363	600	0.00697	0.00025
363	800	0.00697	0.00024
363	1000	0.00697	0.00023
363	1200	0.00697	0.00022
363	1400	0.00697	0.00021
363	1600	0.00697	0.00021
363	1800	0.00697	0.00020
363	2000	0.00697	0.00019
363	2200	0.00697	0.00018
363	2400	0.00696	0.00017
363	2600	0.00696	0.00017
363	2800	0.00696	0.00016
363	3000	0.00695	0.00015
363	3200	0.00695	0.00014
363	3400	0.00694	0.00014
363	3600	0.00694	0.00013
363	3800	0.00693	0.00013
363	4000	0.00692	0.00012
363	4200	0.00692	0.00012
363	4400	0.00691	0.00012
363	4600	0.00690	0.00011
363	4800	0.00689	0.00011
363	5000	0.00688	0.00011
363	5200	0.00686	0.00011
363	5400	0.00685	0.00011
363	5600	0.00683	0.00011
363	5800	0.00682	0.00011
363	6000	0.00680	0.00011
363	6200	0.00678	0.00011
363	6400	0.00676	0.00011
363	6600	0.00674	0.00011
363	6800	0.00672	0.00011
363	7000	0.00669	0.00012
363	7200	0.00666	0.00012
363	7400	0.00664	0.00012
363	7600	0.00661	0.00012
363	7800	0.00657	0.00012
363	8000	0.00654	0.00012
363	8200	0.00650	0.00012
363	8400	0.00646	0.00012
363	8600	0.00642	0.00012
363	8800	0.00637	0.00011
363	9000	0.00633	0.00011
363	9200	0.00628	0.00011
363	9400	0.00622	0.00011
363	9600	0.00617	0.00010
363	9800	0.006107	9.7e-5
363	10000	0.006045	9.3e-5
364	200	0.00693	0.00027
364	400	0.00693	0.00026
364	600	0.00693	0.00025
364	800	0.00693	0.00024
364	1000	0.00693	0.00023
364	1200	0.00693	0.00022
364	1400	0.00693	0.00021
364	1600	0.00693	0.00020
364	1800	0.00693	0.00020
364	2000	0.00692	0.00019
364	2200	0.00692	0.00018
364	2400	0.00692	0.00017
364	2600	0.00692	0.00017
364	2800	0.00691	0.00016
364	3000	0.00691	0.00015
364	3200	0.00690	0.00014
364	3400	0.00690	0.00014
364	3600	0.00689	0.00013
364	3800	0.00689	0.00013
364	4000	0.00688	0.00012
364	4200	0.00687	0.00012
364	4400	0.00686	0.00012
364	4600	0.00685	0.00011
364	4800	0.00684	0.00011
364	5000	0.00683	0.00011
364	5200	0.00682	0.00011
364	5400	0.00680	0.00011
364	5600	0.00679	0.00011
364	5800	0.00677	0.00011
364	6000	0.00675	0.00011
364	6200	0.00674	0.00011
364	6400	0.00672	0.00011
364	6600	0.00669	0.00011
364	6800	0.00667	0.00011
364	7000	0.00665	0.00011
364	7200	0.00662	0.00012
364	7400	0.00659	0.00012
364	7600	0.00656	0.00012
364	7800	0.00653	0.00012
364	8000	0.00649	0.00012
364	8200	0.00646	0.00012
364	8400	0.00642	0.00012
364	8600	0.00638	0.00011
364	8800	0.00633	0.00011
364	9000	0.00629	0.00011
364	9200	0.00624	0.00011
364	9400	0.00619	0.00010
364	9600	0.00613	0.00010
364	9800	0.006074	9.7e-5
364	10000	0.006014	9.3e-5
365	200	0.00689	0.00027
365	400	0.00689	0.00026
365	600	0.00689	0.00025
365	800	0.00689	0.00024
365	1000	0.00689	0.00023
365	1200	0.00689	0.00022
365	1400	0.00688	0.00021
365	1600	0.00688	0.00020
365	1800	0.00688	0.00020
365	2000	0.00688	0.00019
365	2200	0.00688	0.00018
365	2400	0.00687	0.00017
365	2600	0.00687	0.00016
365	2800	0.00687	0.00016
365	3000	0.00686	0.00015
365	3200	0.00686	0.00014
365	3400	0.00685	0.00014
365	3600	0.00685	0.00013
365	3800	0.00684	0.00013
365	4000	0.00683	0.00012
365	4200	0.00682	0.00012
365	4400	0.00681	0.00012
365	4600	0.00680	0.00011
365	4800	0.00679	0.00011
365	5000	0.00678	0.00011
365	5200	0.00677	0.00011
365	5400	0.00676	0.00011
365	5600	0.00674	0.00011
365	5800	0.00672	0.00011
365	6000	0.00671	0.00011
365	6200	0.00669	0.00011
365	6400	0.00667	0.00011
365	6600	0.00665	0.00011
365	6800	0.00662	0.00011
365	7000	0.00660	0.00011
365	7200	0.00657	0.00011
365	7400	0.00655	0.00011
365	7600	0.00652	0.00012
365	7800	0.00648	0.00012
365	8000	0.00645	0.00012
365	8200	0.00642	0.00012
365	8400	0.00638	0.00011
365	8600	0.00634	0.00011
365	8800	0.00629	0.00011
365	9000	0.00625	0.00011
365	9200	0.00620	0.00011
365	9400	0.00615	0.00010
365	9600	0.00610	0.00010
365	9800	0.006042	9.7e-5
365	10000	0.005983	9.3e-5
366	200	0.00684	0.00027
366	400	0.00684	0.00026
366	600	0.00684	0.00025
366	800	0.00684	0.00024
366	1000	0.00684	0.00023
366	1200	0.00684	0.00022
366	1400	0.00684	0.00021
366	1600	0.00684	0.00020
366	1800	0.00684	0.00020
366	2000	0.00684	0.00019
366	2200	0.00683	0.00018
366	2400	0.00683	0.00017
366	2600	0.00683	0.00016
366	2800	0.00682	0.00016
366	3000	0.00682	0.00015
366	3200	0.00681	0.00014
366	3400	0.00681	0.00014
366	3600	0.00680	0.00013
366	3800	0.00679	0.00013
366	4000	0.00679	0.00012
366	4200	0.00678	0.00012
366	4400	0.00677	0.00011
366	4600	0.00676	0.00011
366	4800	0.00675	0.00011
366	5000	0.00674	0.00011
366	5200	0.00672	0.00011
366	5400	0.00671	0.00011
366	5600	0.00669	0.00011
366	5800	0.00668	0.00011
366	6000	0.00666	0.00011
366	6200	0.00664	0.00011
366	6400	0.00662	0.00011
366	6600	0.00660	0.00011
366	6800	0.00658	0.00011
366	7000	0.00656	0.00011
366	7200	0.00653	0.00011
366	7400	0.00650	0.00011
366	7600	0.00647	0.00011
366	7800	0.00644	0.00011
366	8000	0.00641	0.00011
366	8200	0.00637	0.00011
366	8400	0.00634	0.00011
366	8600	0.00630	0.00011
366	8800	0.00625	0.00011
366	9000	0.00621	0.00011
366	9200	0.00616	0.00011
366	9400	0.00611	0.00010
366	9600	0.00606	0.00010
366	9800	0.006009	9.7e-5
366	10000	0.005952	9.3e-5
367	200	0.00680	0.00026
367	400	0.00680	0.00026
367	600	0.00680	0.00025
367	800	0.00680	0.00024
367	1000	0.00680	0.00023
367	1200	0.00680	0.00022
367	1400	0.00680	0.00021
367	1600	0.00680	0.00020
367	1800	0.00679	0.00020
367	2000	0.00679	0.00019
367	2200	0.00679	0.00018
367	2400	0.00679	0.00017
367	2600	0.00678	0.00016
367	2800	0.00678	0.00016
367	3000	0.00677	0.00015
367	3200	0.00677	0.00014
367	3400	0.00676	0.00014
367	3600	0.00676	0.00013
367	3800	0.00675	0.00013
367	4000	0.00674	0.00012
367	4200	0.00673	0.00012
367	4400	0.00672	0.00011
367	4600	0.00671	0.00011
367	4800	0.00670	0.00011
367	5000	0.00669	0.00011
367	5200	0.00668	0.00011
367	5400	0.00666	0.00011
367	5600	0.00665	0.00010
367	5800	0.00663	0.00010
367	6000	0.00662	0.00011
367	6200	0.00660	0.00011
367	6400	0.00658	0.00011
367	6600	0.00656	0.00011
367	6800	0.00653	0.00011
367	7000	0.00651	0.00011
367	7200	0.00649	0.00011
367	7400	0.00646	0.00011
367	7600	0.00643	0.00011
367	7800	0.00640	0.00011
367	8000	0.00637	0.00011
367	8200	0.00633	0.00011
367	8400	0.00630	0.00011
367	8600	0.00626	0.00011
367	8800	0.00622	0.00011
367	9000	0.00617	0.00011
367	9200	0.00613	0.00011
367	9400	0.00608	0.00010
367	9600	0.00603	0.00010
367	9800	0.005976	9.7e-5
367	10000	0.005920	9.3e-5
368	200	0.00676	0.00026
368	400	0.00676	0.00025
368	600	0.00676	0.00025
368	800	0.00676	0.00024
368	1000	0.00676	0.00023
368	1200	0.00676	0.00022
368	1400	0.00676	0.00021
368	1600	0.00675	0.00020
368	1800	0.00675	0.00019
368	2000	0.00675	0.00019
368	2200	0.00675	0.00018
368	2400	0.00674	0.00017
368	2600	0.00674	0.00016
368	2800	0.00673	0.00016
368	3000	0.00673	0.00015
368	3200	0.00672	0.00014
368	3400	0.00672	0.00014
368	3600	0.00671	0.00013
368	3800	0.00670	0.00013
368	4000	0.00670	0.00012
368	4200	0.00669	0.00012
368	4400	0.00668	0.00011
368	4600	0.00667	0.00011
368	4800	0.00666	0.00011
368	5000	0.00664	0.00011
368	5200	0.00663	0.00011
368	5400	0.00662	0.00010
368	5600	0.00660	0.00010
368	5800	0.00659	0.00010
368	6000	0.00657	0.00010
368	6200	0.00655	0.00010
368	6400	0.00653	0.00011
368	6600	0.00651	0.00011
368	6800	0.00649	0.00011
368	7000	0.00647	0.00011
368	7200	0.00644	0.00011
368	7400	0.00641	0.00011
368	7600	0.00639	0.00011
368	7800	0.00636	0.00011
368	8000	0.00632	0.00011
368	8200	0.00629	0.00011
368	8400	0.00625	0.00011
368	8600	0.00622	0.00011
368	8800	0.00618	0.00011
368	9000	0.00613	0.00011
368	9200	0.00609	0.00011
368	9400	0.00604	0.00010
368	9600	0.00599	0.00010
368	9800	0.005943	9.7e-5
368	10000	0.005889	9.3e-5
369	200	0.00672	0.00026
369	400	0.00672	0.00025
369	600	0.00672	0.00025
369	800	0.00672	0.00024
369	1000	0.00672	0.00023
369	1200	0.00671	0.00022
369	1400	0.00671	0.00021
369	1600	0.00671	0.00020
369	1800	0.00671	0.00019
369	2000	0.00671	0.00019
369	2200	0.00670	0.00018
369	2400	0.00670	0.00017
369	2600	0.00669	0.00016
369	2800	0.00669	0.00016
369	3000	0.00669	0.00015
369	3200	0.00668	0.00014
369	3400	0.00667	0.00014
369	3600	0.00667	0.00013
369	3800	0.00666	0.00013
369	4000	0.00665	0.00012
369	4200	0.00664	0.00012
369	4400	0.00663	0.00011
369	4600	0.00662	0.00011
369	4800	0.00661	0.00011
369	5000	0.00660	0.00011
369	5200	0.00659	0.00010
369	5400	0.00657	0.00010
369	5600	0.00656	0.00010
369	5800	0.00654	0.00010
369	6000	0.00653	0.00010
369	6200	0.00651	0.00010
369	6400	0.00649	0.00010
369	6600	0.00647	0.00011
369	6800	0.00645	0.00011
369	7000	0.00642	0.00011
369	7200	0.00640	0.00011
369	7400	0.00637	0.00011
369	7600	0.00634	0.00011
369	7800	0.00631	0.00011
369	8000	0.00628	0.00011
369	8200	0.00625	0.00011
369	8400	0.00621	0.00011
369	8600	0.00618	0.00011
369	8800	0.00614	0.00011
369	9000	0.00610	0.00011
369	9200	0.00605	0.00011
369	9400	0.00601	0.00010
369	9600	0.005960	0.000100
369	9800	0.005910	9.7e-5
369	10000	0.005857	9.3e-5
370	200	0.00668	0.00026
370	400	0.00668	0.00025
370	600	0.00668	0.00024
370	800	0.00668	0.00024
370	1000	0.00668	0.00023
370	1200	0.00667	0.00022
370	1400	0.00667	0.00021
370	1600	0.00667	0.00020
370	1800	0.00667	0.00019
370	2000	0.00666	0.00019
370	2200	0.00666	0.00018
370	2400	0.00666	0.00017
370	2600	0.00665	0.00016
370	2800	0.00665	0.00016
370	3000	0.00664	0.00015
370	3200	0.00664	0.00014
370	3400	0.00663	0.00014
370	3600	0.00662	0.00013
370	3800	0.00662	0.00013
370	4000	0.00661	0.00012
370	4200	0.00660	0.00012
370	4400	0.00659	0.00011
370	4600	0.00658	0.00011
370	4800	0.00657	0.00011
370	5000	0.00656	0.00011
370	5200	0.00654	0.00010
370	5400	0.00653	0.00010
370	5600	0.00651	0.00010
370	5800	0.00650	0.00010
370	6000	0.00648	0.00010
370	6200	0.00646	0.00010
370	6400	0.00645	0.00010
370	6600	0.00642	0.00010
370	6800	0.00640	0.00011
370	7000	0.00638	0.00011
370	7200	0.00636	0.00011
370	7400	0.00633	0.00011
370	7600	0.00630	0.00011
370	7800	0.00627	0.00011
370	8000	0.00624	0.00011
370	8200	0.00621	0.00011
370	8400	0.00617	0.00011
370	8600	0.00614	0.00011
370	8800	0.00610	0.00011
370	9000	0.00606	0.00011
370	9200	0.00602	0.00010
370	9400	0.00597	0.00010
370	9600	0.005926	0.000100
370	9800	0.005877	9.6e-5
370	10000	0.005825	9.3e-5
371	200	0.00664	0.00026
371	400	0.00664	0.00025
371	600	0.00664	0.00024
371	800	0.00664	0.00024
371	1000	0.00663	0.00023
371	1200	0.00663	0.00022
371	1400	0.00663	0.00021
371	1600	0.00663	0.00020
371	1800	0.00662	0.00019
371	2000	0.00662	0.00019
371	2200	0.00662	0.00018
371	2400	0.00661	0.00017
371	2600	0.00661	0.00016
371	2800	0.00660	0.00016
371	3000	0.00660	0.00015
371	3200	0.00659	0.00014
371	3400	0.00659	0.00014
371	3600	0.00658	0.00013
371	3800	0.00657	0.00013
371	4000	0.00656	0.00012
371	4200	0.00656	0.00012
371	4400	0.00655	0.00011
371	4600	0.00654	0.00011
371	4800	0.00652	0.00011
371	5000	0.00651	0.00010
371	5200	0.00650	0.00010
371	5400	0.00649	0.00010
371	5600	0.00647	0.00010
371	5800	0.00646	0.00010
371	6000	0.00644	0.00010
371	6200	0.00642	0.00010
371	6400	0.00640	0.00010
371	6600	0.00638	0.00010
371	6800	0.00636	0.00010
371	7000	0.00634	0.00011
371	7200	0.00631	0.00011
371	7400	0.00629	0.00011
371	7600	0.00626	0.00011
371	7800	0.00623	0.00011
371	8000	0.00620	0.00011
371	8200	0.00617	0.00011
371	8400	0.00614	0.00011
371	8600	0.00610	0.00011
371	8800	0.00606	0.00011
371	9000	0.00602	0.00011
371	9200	0.00598	0.00010
371	9400	0.00594	0.00010
371	9600	0.005891	9.9e-5
371	9800	0.005844	9.6e-5
371	10000	0.005793	9.3e-5
372	200	0.00660	0.00026
372	400	0.00660	0.00025
372	600	0.00660	0.00024
372	800	0.00660	0.00023
372	1000	0.00659	0.00023
372	1200	0.00659	0.00022
372	1400	0.00659	0.00021
372	1600	0.00659	0.00020
372	1800	0.00658	0.00019
372	2000	0.00658	0.00019
372	2200	0.00658	0.00018
372	2400	0.00657	0.00017
372	2600	0.00657	0.00016
372	2800	0.00656	0.00016
372	3000	0.00656	0.00015
372	3200	0.00655	0.00014
372	3400	0.00654	0.00014
372	3600	0.00654	0.00013
372	3800	0.00653	0.00013
372	4000	0.00652	0.00012
372	4200	0.00651	0.00012
372	4400	0.00650	0.00011
372	4600	0.00649	0.00011
372	4800	0.00648	0.00011
372	5000	0.00647	0.00010
372	5200	0.00646	0.00010
372	5400	0.00644	0.00010
372	5600	0.00643	0.00010
372	5800	0.00641	0.00010
372	6000	0.00640	0.00010
372	6200	0.00638	0.00010
372	6400	0.00636	0.00010
372	6600	0.00634	0.00010
372	6800	0.00632	0.00010
372	7000	0.00630	0.00010
372	7200	0.00627	0.00010
372	7400	0.00625	0.00011
372	7600	0.00622	0.00011
372	7800	0.00619	0.00011
372	8000	0.00616	0.00011
372	8200	0.00613	0.00011
372	8400	0.00610	0.00011
372	8600	0.00606	0.00011
372	8800	0.00602	0.00011
372	9000	0.00599	0.00010
372	9200	0.00594	0.00010
372	9400	0.00590	0.00010
372	9600	0.005857	9.9e-5
372	9800	0.005811	9.6e-5
372	10000	0.005762	9.3e-5
373	200	0.00656	0.00026
373	400	0.00656	0.00025
373	600	0.00656	0.00024
373	800	0.00656	0.00023
373	1000	0.00655	0.00023
373	1200	0.00655	0.00022
373	1400	0.00655	0.00021
373	1600	0.00655	0.00020
373	1800	0.00654	0.00019
373	2000	0.00654	0.00018
373	2200	0.00654	0.00018
373	2400	0.00653	0.00017
373	2600	0.00653	0.00016
373	2800	0.00652	0.00016
373	3000	0.00652	0.00015
373	3200	0.00651	0.00014
373	3400	0.00650	0.00014
373	3600	0.00649	0.00013
373	3800	0.00649	0.00013
373	4000	0.00648	0.00012
373	4200	0.00647	0.00012
373	4400	0.00646	0.00011
373	4600	0.00645	0.00011
373	4800	0.00644	0.00011
373	5000	0.00643	0.00010
373	5200	0.00641	0.00010
373	5400	0.00640	0.00010
373	5600	0.006385	0.000100
373	5800	0.006369	9.9e-5
373	6000	0.006353	9.9e-5
373	6200	0.006335	0.000100
373	6400	0.00632	0.00010
373	6600	0.00630	0.00010
373	6800	0.00628	0.00010
373	7000	0.00625	0.00010
373	7200	0.00623	0.00010
373	7400	0.00620	0.00010
373	7600	0.00618	0.00011
373	7800	0.00615	0.00011
373	8000	0.00612	0.00011
373	8200	0.00609	0.00011
373	8400	0.00606	0.00011
373	8600	0.00602	0.00011
373	8800	0.00599	0.00010
373	9000	0.00595	0.00010
373	9200	0.00591	0.00010
373	9400	0.00587	0.00010
373	9600	0.005823	9.8e-5
373	9800	0.005778	9.6e-5
373	10000	0.005730	9.3e-5
374	200	0.00652	0.00026
374	400	0.00652	0.00025
374	600	0.00652	0.00024
374	800	0.00652	0.00023
374	1000	0.00651	0.00022
374	1200	0.00651	0.00022
374	1400	0.00651	0.00021
374	1600	0.00651	0.00020
374	1800	0.00650	0.00019
374	2000	0.00650	0.00018
374	2200	0.00649	0.00018
374	2400	0.00649	0.00017
374	2600	0.00648	0.00016
374	2800	0.00648	0.00016
374	3000	0.00647	0.00015
374	3200	0.00647	0.00014
374	3400	0.00646	0.00014
374	3600	0.00645	0.00013
374	3800	0.00645	0.00013
374	4000	0.00644	0.00012
374	4200	0.00643	0.00012
374	4400	0.00642	0.00011
374	4600	0.00641	0.00011
374	4800	0.00640	0.00011
374	5000	0.00638	0.00010
374	5200	0.00637	0.00010
374	5400	0.006357	0.000100
374	5600	0.006343	9.9e-5
374	5800	0.006327	9.8e-5
374	6000	0.006311	9.8e-5
374	6200	0.006293	9.9e-5
374	6400	0.006275	9.9e-5
374	6600	0.006255	0.000100
374	6800	0.00623	0.00010
374	7000	0.00621	0.00010
374	7200	0.00619	0.00010
374	7400	0.00616	0.00010
374	7600	0.00614	0.00010
374	7800	0.00611	0.00010
374	8000	0.00608	0.00010
374	8200	0.00605	0.00011
374	8400	0.00602	0.00011
374	8600	0.00599	0.00010
374	8800	0.00595	0.00010
374	9000	0.00591	0.00010
374	9200	0.00587	0.00010
374	9400	0.005832	0.000100
374	9600	0.005790	9.8e-5
374	9800	0.005745	9.5e-5
374	10000	0.005698	9.3e-5
375	200	0.00648	0.00026
375	400	0.00648	0.00025
375	600	0.00648	0.00024
375	800	0.00648	0.00023
375	1000	0.00647	0.00022
375	1200	0.00647	0.00022
375	1400	0.00647	0.00021
375	1600	0.00647	0.00020
375	1800	0.00646	0.00019
375	2000	0.00646	0.00018
375	2200	0.00645	0.00018
375	2400	0.00645	0.00017
375	2600	0.00644	0.00016
375	2800	0.00644	0.00016
375	3000	0.00643	0.00015
375	3200	0.00643	0.00014
375	3400	0.00642	0.00014
375	3600	0.00641	0.00013
375	3800	0.00640	0.00012
375	4000	0.00639	0.00012
375	4200	0.00639	0.00012
375	4400	0.00638	0.00011
375	4600	0.00637	0.00011
375	4800	0.00635	0.00011
375	5000	0.00634	0.00010
375	5200	0.00633	0.00010
375	5400	0.006315	9.9e-5
375	5600	0.006301	9.8e-5
375	5800	0.006285	9.8e-5
375	6000	0.006269	9.8e-5
375	6200	0.006252	9.8e-5
375	6400	0.006233	9.8e-5
375	6600	0.006214	9.9e-5
375	6800	0.006193	9.9e-5
375	7000	0.00617	0.00010
375	7200	0.00615	0.00010
375	7400	0.00612	0.00010
375	7600	0.00610	0.00010
375	7800	0.00607	0.00010
375	8000	0.00604	0.00010
375	8200	0.00601	0.00010
375	8400	0.00598	0.00010
375	8600	0.00595	0.00010
375	8800	0.00591	0.00010
375	9000	0.00588	0.00010
375	9200	0.00584	0.00010
375	9400	0.005798	9.9e-5
375	9600	0.005756	9.7e-5
375	9800	0.005712	9.5e-5
375	10000	0.005666	9.2e-5
376	200	0.00644	0.00026
376	400	0.00644	0.00025
376	600	0.00644	0.00024
376	800	0.00644	0.00023
376	1000	0.00643	0.00022
376	1200	0.00643	0.00022
376	1400	0.00643	0.00021
376	1600	0.00643	0.00020
376	1800	0.00642	0.00019
376	2000	0.00642	0.00018
376	2200	0.00641	0.00018
376	2400	0.00641	0.00017
376	2600	0.00640	0.00016
376	2800	0.00640	0.00015
376	3000	0.00639	0.00015
376	3200	0.00639	0.00014
376	3400	0.00638	0.00014
376	3600	0.00637	0.00013
376	3800	0.00636	0.00012
376	4000	0.00635	0.00012
376	4200	0.00634	0.00012
376	4400	0.00633	0.00011
376	4600	0.00632	0.00011
376	4800	0.00631	0.00010
376	5000	0.00630	0.00010
376	5200	0.00629	0.00010
376	5400	0.006274	9.9e-5
376	5600	0.006259	9.8e-5
376	5800	0.006244	9.7e-5
376	6000	0.006228	9.7e-5
376	6200	0.006210	9.7e-5
376	6400	0.006192	9.7e-5
376	6600	0.006173	9.8e-5
376	6800	0.006152	9.8e-5
376	7000	0.006131	9.9e-5
376	7200	0.00611	0.00010
376	7400	0.00608	0.00010
376	7600	0.00606	0.00010
376	7800	0.00603	0.00010
376	8000	0.00600	0.00010
